restaurant_id,restaurant_name,city,zone,cuisine_type,restaurant_tier,avg_prep_time_mins,rating
REST_0343,Restaurant 343,Abu Dhabi,Zone B,Asian,QSR,15,4.0
REST_0344,Restaurant 344,Dubai,Zone A,Asian,Casual Dining,59,4.5
REST_0345,Restaurant 345,Sharjah,Zone A,Asian,Casual Dining,53,3.7
REST_0346,Restaurant 346,Abu Dhabi,Zone B,Indian,QSR,17,4.6
REST_0347,Restaurant 347,Ajman,Zone C,Indian,Casual Dining,33,4.9
REST_0348,Restaurant 348,Ajman,Zone D,Indian,QSR,36,4.8
REST_0349,Restaurant 349,Dubai,Zone B,Asian,Fine Dining,37,3.9
REST_0350,Restaurant 350,Dubai,Zone F,Asian,QSR,14,4.2
REST_0351,Restaurant 351,Sharjah,Zone B,Emirati,QSR,28,4.4
REST_0352,Restaurant 352,Abu Dhabi,Zone A,Asian,QSR,18,3.7
REST_0353,Restaurant 353,Dubai,Zone D,Healthy,Casual Dining,34,4.6
REST_0354,Restaurant 354,Dubai,Zone D,Emirati,QSR,53,3.9
REST_0355,Restaurant 355,Sharjah,Zone E,Healthy,Casual Dining,56,4.7
REST_0356,Restaurant 356,Abu Dhabi,Zone B,Emirati,Premium,54,3.5
REST_0357,Restaurant 357,Abu Dhabi,Zone E,Western,QSR,22,3.0
REST_0358,Restaurant 358,Dubai,Zone A,Western,Casual Dining,46,4.3
REST_0359,Restaurant 359,Abu Dhabi,Zone E,Indian,QSR,11,3.9
REST_0360,Restaurant 360,Abu Dhabi,Zone C,Western,QSR,49,3.1
REST_0361,Restaurant 361,Abu Dhabi,Zone B,Western,QSR,23,4.0
REST_0362,Restaurant 362,Ajman,Zone B,Asian,QSR,40,3.3
REST_0363,Restaurant 363,Abu Dhabi,Zone D,Western,Casual Dining,15,4.3
REST_0364,Restaurant 364,Ajman,Zone E,Asian,QSR,34,3.9
REST_0365,Restaurant 365,Abu Dhabi,Zone D,Asian,Premium,48,3.3
REST_0366,Restaurant 366,Abu Dhabi,Zone F,Asian,Casual Dining,55,3.8
REST_0367,Restaurant 367,Abu Dhabi,Zone E,Western,Casual Dining,40,3.5
REST_0368,Restaurant 368,Dubai,Zone E,Emirati,Premium,47,4.3
REST_0369,Restaurant 369,Dubai,Zone A,Emirati,Premium,25,3.6
REST_0370,Restaurant 370,Ajman,Zone E,Emirati,Casual Dining,36,4.6
REST_0371,Restaurant 371,Abu Dhabi,Zone D,Indian,Casual Dining,39,3.0
REST_0372,Restaurant 372,Ajman,Zone F,Healthy,QSR,13,3.8
REST_0373,Restaurant 373,Abu Dhabi,Zone E,Indian,Casual Dining,48,4.2
REST_0374,Restaurant 374,Sharjah,Zone E,Emirati,Casual Dining,25,3.0
REST_0375,Restaurant 375,Ajman,Zone B,Indian,Premium,45,3.4
REST_0376,Restaurant 376,Dubai,Zone B,Asian,QSR,16,3.7
REST_0377,Restaurant 377,Sharjah,Zone F,Western,QSR,30,3.0
REST_0378,Restaurant 378,Dubai,Zone B,Western,QSR,11,4.1
REST_0379,Restaurant 379,Sharjah,Zone C,Asian,Premium,17,4.3
REST_0380,Restaurant 380,Sharjah,Zone B,Western,QSR,51,3.5
REST_0381,Restaurant 381,Sharjah,Zone C,Asian,Casual Dining,36,4.1
REST_0382,Restaurant 382,Ajman,Zone F,Indian,Casual Dining,11,5.0
REST_0383,Restaurant 383,Ajman,Zone C,Western,QSR,15,4.8
REST_0384,Restaurant 384,Dubai,Zone F,Indian,Casual Dining,13,3.1
REST_0385,Restaurant 385,Ajman,Zone D,Western,Casual Dining,30,3.3
REST_0386,Restaurant 386,Dubai,Zone B,Indian,QSR,10,4.0
REST_0387,Restaurant 387,Abu Dhabi,Zone E,Asian,Casual Dining,47,3.5
REST_0388,Restaurant 388,Dubai,Zone A,Asian,Fine Dining,21,3.2
REST_0389,Restaurant 389,Dubai,Zone E,Asian,Fine Dining,36,3.5
REST_0390,Restaurant 390,Ajman,Zone B,Asian,Casual Dining,23,3.1
REST_0391,Restaurant 391,Dubai,Zone E,Western,Casual Dining,24,4.1
REST_0392,Restaurant 392,Ajman,Zone B,Healthy,QSR,33,4.0
REST_0393,Restaurant 393,Dubai,Zone B,Emirati,Fine Dining,27,3.0
REST_0394,Restaurant 394,Abu Dhabi,Zone E,Western,QSR,26,4.0
REST_0395,Restaurant 395,Ajman,Zone C,Asian,Casual Dining,18,4.0
REST_0396,Restaurant 396,Ajman,Zone D,Asian,QSR,56,4.2
REST_0397,Restaurant 397,Abu Dhabi,Zone D,Indian,QSR,27,4.9
REST_0398,Restaurant 398,Ajman,Zone D,Asian,QSR,27,5.0
REST_0399,Restaurant 399,Dubai,Zone D,Emirati,Casual Dining,14,4.1
REST_0400,Restaurant 400,Sharjah,Zone A,Asian,Casual Dining,57,4.7
REST_0401,Restaurant 401,Ajman,Zone F,Asian,Casual Dining,18,3.2
REST_0402,Restaurant 402,Sharjah,Zone B,Indian,QSR,44,4.1
REST_0403,Restaurant 403,Dubai,Zone A,Indian,Premium,53,4.4
REST_0404,Restaurant 404,Abu Dhabi,Zone D,Indian,QSR,55,4.1
REST_0405,Restaurant 405,Ajman,Zone D,Western,QSR,10,3.5
REST_0406,Restaurant 406,Sharjah,Zone E,Asian,Casual Dining,50,3.1
REST_0407,Restaurant 407,Abu Dhabi,Zone D,Western,Premium,18,3.8
REST_0408,Restaurant 408,Abu Dhabi,Zone B,Asian,QSR,41,4.3
REST_0409,Restaurant 409,Ajman,Zone D,Emirati,Casual Dining,29,5.0
REST_0410,Restaurant 410,Sharjah,Zone D,Emirati,Casual Dining,22,3.5
REST_0411,Restaurant 411,Ajman,Zone A,Emirati,Premium,49,4.8
REST_0412,Restaurant 412,Dubai,Zone B,Asian,QSR,20,3.1
REST_0413,Restaurant 413,Abu Dhabi,Zone C,Asian,Casual Dining,55,4.9
REST_0414,Restaurant 414,Sharjah,Zone E,Healthy,QSR,57,4.7
REST_0415,Restaurant 415,Ajman,Zone C,Indian,QSR,52,3.0
REST_0416,Restaurant 416,Abu Dhabi,Zone F,Indian,QSR,51,3.6
REST_0417,Restaurant 417,Ajman,Zone A,Asian,Fine Dining,35,3.1
REST_0418,Restaurant 418,Sharjah,Zone D,Western,QSR,49,5.0
REST_0419,Restaurant 419,Dubai,Zone E,Indian,Premium,20,3.9
REST_0420,Restaurant 420,Dubai,Zone F,Western,QSR,34,4.3
REST_0421,Restaurant 421,Dubai,Zone F,Western,Premium,49,3.5
REST_0422,Restaurant 422,Ajman,Zone B,Asian,Casual Dining,34,4.9
REST_0423,Restaurant 423,Abu Dhabi,Zone E,Asian,QSR,29,3.5
REST_0424,Restaurant 424,Dubai,Zone F,Asian,Casual Dining,51,3.5
REST_0425,Restaurant 425,Dubai,Zone A,Indian,QSR,58,3.6
REST_0426,Restaurant 426,Dubai,Zone D,Indian,QSR,20,3.9
REST_0427,Restaurant 427,Dubai,Zone A,Indian,Casual Dining,53,3.0
REST_0428,Restaurant 428,Sharjah,Zone F,Western,Casual Dining,19,4.2
REST_0429,Restaurant 429,Sharjah,Zone B,Western,Casual Dining,58,3.1
REST_0430,Restaurant 430,Abu Dhabi,Zone C,Asian,Premium,12,4.1
REST_0431,Restaurant 431,Sharjah,Zone D,Western,QSR,48,3.9
REST_0432,Restaurant 432,Sharjah,Zone D,Western,Premium,36,3.5
REST_0433,Restaurant 433,Sharjah,Zone A,Asian,Premium,44,3.7
REST_0434,Restaurant 434,Ajman,Zone A,Indian,QSR,58,4.4
REST_0435,Restaurant 435,Sharjah,Zone A,Emirati,QSR,49,3.0
REST_0436,Restaurant 436,Ajman,Zone F,Western,Casual Dining,40,3.6
REST_0437,Restaurant 437,Ajman,Zone D,Western,Casual Dining,30,4.4
REST_0438,Restaurant 438,Sharjah,Zone A,Asian,QSR,31,3.3
REST_0439,Restaurant 439,Ajman,Zone E,Emirati,QSR,28,4.1
REST_0440,Restaurant 440,Dubai,Zone F,Western,Casual Dining,23,3.3
REST_0441,Restaurant 441,Abu Dhabi,Zone F,Indian,Casual Dining,46,3.3
REST_0442,Restaurant 442,Sharjah,Zone E,Emirati,QSR,54,4.5
REST_0443,Restaurant 443,Sharjah,Zone E,Asian,Premium,59,3.5
REST_0444,Restaurant 444,Abu Dhabi,Zone F,Indian,Casual Dining,32,3.8
REST_0445,Restaurant 445,Sharjah,Zone D,Indian,QSR,35,4.5
REST_0446,Restaurant 446,Sharjah,Zone A,Western,Casual Dining,52,3.4
REST_0447,Restaurant 447,Abu Dhabi,Zone B,Western,QSR,53,4.1
REST_0448,Restaurant 448,Ajman,Zone A,Western,Casual Dining,49,4.8
REST_0449,Restaurant 449,Dubai,Zone D,Healthy,QSR,21,4.1
REST_0450,Restaurant 450,Ajman,Zone E,Asian,QSR,10,3.1
REST_0451,Restaurant 451,Dubai,Zone D,Western,QSR,59,4.2
REST_0452,Restaurant 452,Abu Dhabi,Zone A,Western,QSR,43,3.2
REST_0453,Restaurant 453,Ajman,Zone D,Healthy,Casual Dining,53,3.6
REST_0454,Restaurant 454,Ajman,Zone B,Asian,Casual Dining,28,4.7
REST_0455,Restaurant 455,Dubai,Zone D,Healthy,QSR,32,3.0
REST_0456,Restaurant 456,Dubai,Zone C,Indian,QSR,16,3.2
REST_0457,Restaurant 457,Dubai,Zone D,Emirati,Premium,16,3.7
REST_0458,Restaurant 458,Dubai,Zone A,Western,QSR,10,5.0
REST_0459,Restaurant 459,Sharjah,Zone C,Emirati,QSR,27,3.6
REST_0460,Restaurant 460,Abu Dhabi,Zone E,Indian,Casual Dining,17,3.3
REST_0461,Restaurant 461,Dubai,Zone A,Indian,Premium,34,4.1
REST_0462,Restaurant 462,Ajman,Zone F,Indian,Premium,51,4.0
REST_0463,Restaurant 463,Ajman,Zone B,Western,Casual Dining,38,3.9
REST_0464,Restaurant 464,Ajman,Zone D,Western,QSR,32,4.9
REST_0465,Restaurant 465,Dubai,Zone D,Healthy,Casual Dining,38,3.6
REST_0466,Restaurant 466,Abu Dhabi,Zone A,Asian,QSR,10,3.6
REST_0467,Restaurant 467,Sharjah,Zone D,Indian,QSR,24,3.3
REST_0468,Restaurant 468,Dubai,Zone D,Indian,Casual Dining,24,4.4
REST_0469,Restaurant 469,Dubai,Zone E,Indian,Casual Dining,37,3.6
REST_0470,Restaurant 470,Sharjah,Zone D,Emirati,QSR,45,4.6
REST_0471,Restaurant 471,Abu Dhabi,Zone D,Emirati,QSR,51,4.9
REST_0472,Restaurant 472,Dubai,Zone E,Healthy,Premium,49,3.1
REST_0473,Restaurant 473,Ajman,Zone F,Asian,Premium,41,5.0
REST_0474,Restaurant 474,Ajman,Zone D,Indian,Casual Dining,55,3.5
REST_0475,Restaurant 475,Dubai,Zone F,Indian,Casual Dining,22,3.8
REST_0476,Restaurant 476,Abu Dhabi,Zone E,Western,Premium,30,4.6
REST_0477,Restaurant 477,Ajman,Zone B,Healthy,Casual Dining,58,4.3
REST_0478,Restaurant 478,Ajman,Zone D,Indian,Casual Dining,48,4.6
REST_0479,Restaurant 479,Sharjah,Zone A,Indian,QSR,47,3.9
REST_0480,Restaurant 480,Abu Dhabi,Zone C,Western,QSR,18,4.8
REST_0481,Restaurant 481,Dubai,Zone B,Western,Casual Dining,29,4.6
REST_0482,Restaurant 482,Sharjah,Zone D,Indian,QSR,29,3.6
REST_0483,Restaurant 483,Sharjah,Zone A,Emirati,QSR,17,4.9
REST_0484,Restaurant 484,Sharjah,Zone C,Indian,Casual Dining,23,4.9
REST_0485,Restaurant 485,Abu Dhabi,Zone E,Healthy,QSR,29,3.8
REST_0486,Restaurant 486,Abu Dhabi,Zone D,Indian,Premium,44,4.3
REST_0487,Restaurant 487,Abu Dhabi,Zone F,Indian,QSR,54,4.6
REST_0488,Restaurant 488,Dubai,Zone F,Asian,Casual Dining,30,4.6
REST_0489,Restaurant 489,Abu Dhabi,Zone E,Indian,Casual Dining,50,3.0
REST_0490,Restaurant 490,Sharjah,Zone B,Asian,Casual Dining,50,4.3
REST_0491,Restaurant 491,Ajman,Zone F,Western,QSR,31,4.9
REST_0492,Restaurant 492,Dubai,Zone C,Asian,Casual Dining,52,3.5
REST_0493,Restaurant 493,Dubai,Zone F,Western,Premium,15,4.6
REST_0494,Restaurant 494,Dubai,Zone C,Asian,Fine Dining,53,4.1
REST_0495,Restaurant 495,Sharjah,Zone F,Indian,Casual Dining,36,3.4
REST_0496,Restaurant 496,Abu Dhabi,Zone E,Healthy,Premium,13,3.1
REST_0497,Restaurant 497,Sharjah,Zone E,Emirati,QSR,13,4.5
REST_0498,Restaurant 498,Ajman,Zone F,Indian,Premium,37,3.6
REST_0499,Restaurant 499,Abu Dhabi,Zone B,Asian,Fine Dining,36,3.8
REST_0500,Restaurant 500,Ajman,Zone A,Western,Casual Dining,26,4.0
